method,test_index,original_score,target_threshold,status,cf_score,reason,message,cf_array_file,meta_donor_idx,meta_alpha,meta_donor_distance,meta_score_before,meta_score_after,meta_strict_donor_threshold,meta_shortlist_size,meta_n_attempts,meta_constraint_violation,meta_constraint_breakdown,meta_runtime_ms,meta_changed_features,meta_changed_timesteps,meta_top_changed_features,meta_top_changed_timesteps,meta_edit_mask,meta_delta_l1,meta_delta_l2,meta_segment_start,meta_segment_end,meta_context_start,meta_context_end,meta_segment_distance,meta_smoothing_used,meta_n_segments_considered,meta_n_candidates_evaluated,meta_motif_length,meta_chosen_motif_source,meta_shape_distance,meta_boundary_penalty,meta_motif_rank_score,meta_affine_a,meta_affine_b,meta_pareto_size,meta_best_objectives,meta_best_objective_names,meta_top_solutions,meta_generations,meta_population_size,meta_warning,meta_threshold,meta_valid,meta_mutation_sigma,meta_structured_mutation_weight,meta_use_plausibility_objective,meta_history_best_validity,meta_history_best_proximity,meta_random_seed
nearest,33815,6.409628868103027,2.240555763244629,success,0.22957959569067174,N/A,N/A,cf_nearest_window_33815.npy,99.0,1.0,1.7331126818125653,6.409631210231109,0.22957959569067174,2.240555763244629,10.0,50.0,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",224.5345041155815,"[2, 4, 5, 1, 3, 0]","[15, 16, 17, 18, 19, 7, 0, 10, 6, 1, 11, 2, 8, 12, 5, 20, 3, 4, 13, 9, 22, 21, 23, 14]","[{'feature': 2, 'abs_delta_sum': 87.41706067412849}, {'feature': 4, 'abs_delta_sum': 24.62621052190486}, {'feature': 5, 'abs_delta_sum': 21.4898967624613}]","[{'timestep': 15, 'abs_delta_sum': 25.791141031744598}, {'timestep': 16, 'abs_delta_sum': 25.502567834498088}, {'timestep': 17, 'abs_delta_sum': 24.222321917811314}]","[[ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True False  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]]",179.68172785268035,43.28236605143154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
segment,33815,6.409628868103027,2.240555763244629,success,1.302231853823037,N/A,N/A,cf_segment_window_33815.npy,8.0,,,6.409631210231109,1.302231853823037,,,,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",36.96311637759209,"[2, 3, 5, 1, 0, 4]","[15, 17, 16, 18, 14, 13, 4, 0, 7, 6, 5, 8, 11, 1, 2, 3, 12, 9, 10, 19, 20, 21, 22, 23]","[{'feature': 2, 'abs_delta_sum': 61.42820479803624}, {'feature': 3, 'abs_delta_sum': 11.857334327610722}, {'feature': 5, 'abs_delta_sum': 4.7448995552497255}]","[{'timestep': 15, 'abs_delta_sum': 26.590494436415387}, {'timestep': 17, 'abs_delta_sum': 24.0692934042752}, {'timestep': 16, 'abs_delta_sum': 15.782809911212816}]","[[False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True False  True]
 [ True  True  True  True  True  True]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]]",82.84870346968309,33.76061919927977,13.0,18.0,11.0,20.0,19.731555375749142,True,2.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,
motif,33815,6.409628868103027,2.240555763244629,failed,,no_valid_cf,Motif search did not produce a valid counterfactual.,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,6.409631210231109,3.0569120079062824,2.240555763244629,"[4, 5, 6, 8]",4.0,20.0,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",456.4642608165741,,,,,,,,,,,,,,,
genetic,33815,6.409628868103027,2.240555763244629,success,1.5728220229767376,N/A,N/A,cf_genetic_window_33815.npy,,,,,,,,,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0, 'validity': 0.0}",7215.868711471558,"[2, 1, 5, 3, 4, 0]","[15, 16, 17, 19, 20, 22, 21, 7, 1, 8, 2, 6, 4, 9, 14, 5, 0, 3, 23, 10, 18, 11, 12, 13]","[{'feature': 2, 'abs_delta_sum': 27.92176772140062}, {'feature': 1, 'abs_delta_sum': 13.614596043514466}, {'feature': 5, 'abs_delta_sum': 11.42913461267978}]","[{'timestep': 15, 'abs_delta_sum': 9.286670194718894}, {'timestep': 16, 'abs_delta_sum': 6.892850838453069}, {'timestep': 17, 'abs_delta_sum': 5.351625991553894}]","[[ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]]",79.1625420473685,12.713478608539848,,,,,,,,,,,,,,,,,,50.0,"[1.5728220229767376, 161.63253832980033, 1.0, 3.6276641817886364]","['validity', 'proximity', 'sparsity', 'plausibility']","[{'score_cf': 1.5728220229767376, 'proximity': 161.63253832980033, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.4270443235758872, 'proximity': 169.11230585104437, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.5188815080621108, 'proximity': 172.44752387788384, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.2397398693957535, 'proximity': 204.12843265196022, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.749694563800766, 'proximity': 230.19297815740407, 'sparsity': 1.0, 'violation': 0.0}]",20.0,50.0,None,2.240555763244629,True,0.05,0.35,True,"[0.4980385277830666, 0.4980385277830666, 0.45601496538294967, 0.4401213839842282, 0.40067913376421593, 0.40067913376421593, 0.40067913376421593, 0.32380221151916055, 0.32380221151916055, 0.2935962603169293, 0.2935962603169293, 0.2935962603169293, 0.2935962603169293, 0.2935962603169293, 0.2935962603169293, 0.2935962603169293, 0.2935962603169293, 0.2935962603169293, 0.2935962603169293, 0.2935962603169293]","[922.9868942732799, 922.9868942732799, 672.1686231986712, 730.0162732128836, 667.7659305716095, 667.7659305716095, 667.7659305716095, 919.2520755036807, 919.2520755036807, 797.5639874551454, 797.5639874551454, 797.5639874551454, 797.5639874551454, 797.5639874551454, 797.5639874551454, 797.5639874551454, 797.5639874551454, 797.5639874551454, 797.5639874551454, 797.5639874551454]",42.0
nearest,33816,7.003222465515137,2.240555763244629,success,0.22957959569067174,N/A,N/A,cf_nearest_window_33816.npy,99.0,1.0,1.882242747806418,7.003225658465517,0.22957959569067174,2.240555763244629,10.0,50.0,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",224.2155186831951,"[2, 4, 5, 3, 1, 0]","[14, 15, 16, 17, 18, 7, 6, 0, 11, 9, 5, 1, 8, 10, 22, 12, 4, 19, 2, 3, 23, 21, 20, 13]","[{'feature': 2, 'abs_delta_sum': 87.41706067412849}, {'feature': 4, 'abs_delta_sum': 27.499268416127094}, {'feature': 5, 'abs_delta_sum': 23.187613117091935}]","[{'timestep': 14, 'abs_delta_sum': 26.459569567388474}, {'timestep': 15, 'abs_delta_sum': 25.188129553368654}, {'timestep': 16, 'abs_delta_sum': 24.625238083388943}]","[[ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True False  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False False  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False False  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]]",192.90075476238854,43.59840213785601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
segment,33816,7.003222465515137,2.240555763244629,success,1.368470583172446,N/A,N/A,cf_segment_window_33816.npy,9.0,,,7.003225658465517,1.368470583172446,,,,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",37.25694119930267,"[2, 3, 5, 1, 0, 4]","[14, 16, 15, 17, 13, 12, 0, 1, 7, 6, 5, 4, 11, 10, 2, 3, 8, 9, 18, 19, 20, 21, 22, 23]","[{'feature': 2, 'abs_delta_sum': 61.42820479803625}, {'feature': 3, 'abs_delta_sum': 11.857334327610724}, {'feature': 5, 'abs_delta_sum': 4.7448995552497255}]","[{'timestep': 14, 'abs_delta_sum': 26.590494436415387}, {'timestep': 16, 'abs_delta_sum': 24.0692934042752}, {'timestep': 15, 'abs_delta_sum': 15.782809911212816}]","[[False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True False  True]
 [ True  True  True  True  True  True]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]]",82.84870346968309,33.76061919927977,12.0,17.0,10.0,19.0,19.731555375749142,True,2.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,
motif,33816,7.003222465515137,2.240555763244629,failed,,no_valid_cf,Motif search did not produce a valid counterfactual.,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,7.003225658465517,3.0476879506749923,2.240555763244629,"[4, 5, 6, 8]",4.0,20.0,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",456.092219799757,,,,,,,,,,,,,,,
genetic,33816,7.003222465515137,2.240555763244629,success,1.3369227456160138,N/A,N/A,cf_genetic_window_33816.npy,,,,,,,,,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0, 'validity': 0.0}",7303.333677351475,"[2, 1, 5, 3, 4, 0]","[14, 3, 1, 15, 2, 16, 17, 18, 19, 8, 13, 20, 0, 23, 7, 12, 21, 6, 22, 11, 5, 10, 9, 4]","[{'feature': 2, 'abs_delta_sum': 50.814255625198655}, {'feature': 1, 'abs_delta_sum': 20.172163289024976}, {'feature': 5, 'abs_delta_sum': 13.357716948519704}]","[{'timestep': 14, 'abs_delta_sum': 13.519832202924539}, {'timestep': 3, 'abs_delta_sum': 13.487552441174332}, {'timestep': 1, 'abs_delta_sum': 9.306463594853708}]","[[ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]]",118.1477496744533,20.23667911906255,,,,,,,,,,,,,,,,,,50.0,"[1.3369227456160138, 409.5231817679022, 1.0, 3.218060713394055]","['validity', 'proximity', 'sparsity', 'plausibility']","[{'score_cf': 1.3369227456160138, 'proximity': 409.5231817679022, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.324641405366426, 'proximity': 410.69994457874657, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.202705518799292, 'proximity': 428.2064955661199, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.1670604729601834, 'proximity': 433.6414206776383, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.2323728975707295, 'proximity': 435.3070110871308, 'sparsity': 1.0, 'violation': 0.0}]",20.0,50.0,None,2.240555763244629,True,0.05,0.35,True,"[0.3244129856866245, 0.3244129856866245, 0.30685397724819197, 0.2222849995480989, 0.2222849995480989, 0.2222849995480989, 0.21899756578309373, 0.20183216272664362, 0.20183216272664362, 0.20183216272664362, 0.20183216272664362, 0.20183216272664362, 0.20183216272664362, 0.20183216272664362, 0.20183216272664362, 0.20183216272664362, 0.20183216272664362, 0.20183216272664362, 0.20183216272664362, 0.20183216272664362]","[1008.4644948190346, 1008.4644948190346, 991.4319542606929, 925.4837988569519, 925.4837988569519, 925.4837988569519, 925.5173515464011, 886.750886354416, 886.750886354416, 886.750886354416, 886.750886354416, 886.750886354416, 886.750886354416, 886.750886354416, 886.750886354416, 886.750886354416, 886.750886354416, 886.750886354416, 886.750886354416, 886.750886354416]",42.0
nearest,33817,6.856183052062988,2.240555763244629,success,0.9238445637307634,N/A,N/A,cf_nearest_window_33817.npy,76.0,1.0,1.859708159858526,6.856179960832318,0.9238445637307634,2.240555763244629,10.0,50.0,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",225.667055696249,"[2, 3, 4, 1, 5, 0]","[13, 14, 16, 15, 17, 18, 19, 21, 8, 12, 22, 2, 7, 0, 9, 1, 10, 11, 3, 4, 20, 6, 5, 23]","[{'feature': 2, 'abs_delta_sum': 70.87869784388798}, {'feature': 3, 'abs_delta_sum': 35.61233405197376}, {'feature': 4, 'abs_delta_sum': 35.150983828290386}]","[{'timestep': 13, 'abs_delta_sum': 28.47357219060409}, {'timestep': 14, 'abs_delta_sum': 22.138669682191544}, {'timestep': 16, 'abs_delta_sum': 17.273886150393427}]","[[ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]]",205.2381960120398,37.344041753422445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
segment,33817,6.856183052062988,2.240555763244629,success,1.1623617355532752,N/A,N/A,cf_segment_window_33817.npy,40.0,,,6.856179960832318,1.1623617355532752,,,,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",38.19718211889267,"[2, 5, 1, 0, 3, 4]","[13, 14, 16, 15, 12, 11, 2, 0, 7, 6, 5, 4, 3, 10, 8, 1, 9, 17, 18, 19, 20, 21, 22, 23]","[{'feature': 2, 'abs_delta_sum': 63.79082805949918}, {'feature': 5, 'abs_delta_sum': 7.327750077679241}, {'feature': 1, 'abs_delta_sum': 6.984639122416972}]","[{'timestep': 13, 'abs_delta_sum': 22.462674437022425}, {'timestep': 14, 'abs_delta_sum': 20.125626488084137}, {'timestep': 16, 'abs_delta_sum': 15.758060824859758}]","[[False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [ True  True False  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True False]
 [ True  True  True  True  True  True]
 [ True  True  True  True False  True]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]]",84.05900931058761,31.4497701114073,11.0,16.0,9.0,18.0,17.369893996947017,True,2.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,
motif,33817,6.856183052062988,2.240555763244629,failed,,no_valid_cf,Motif search did not produce a valid counterfactual.,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,6.856179960832318,2.9997399695301765,2.240555763244629,"[4, 5, 6, 8]",4.0,20.0,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",455.53678646683693,,,,,,,,,,,,,,,
genetic,33817,6.856183052062988,2.240555763244629,success,1.4609987342684294,N/A,N/A,cf_genetic_window_33817.npy,,,,,,,,,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0, 'validity': 0.0}",7251.8722377717495,"[2, 1, 5, 3, 4, 0]","[15, 13, 14, 3, 16, 4, 1, 2, 17, 0, 19, 22, 7, 18, 9, 6, 8, 5, 20, 10, 23, 21, 11, 12]","[{'feature': 2, 'abs_delta_sum': 41.850389684194504}, {'feature': 1, 'abs_delta_sum': 18.26867011668598}, {'feature': 5, 'abs_delta_sum': 15.589060116178684}]","[{'timestep': 15, 'abs_delta_sum': 9.633492449337133}, {'timestep': 13, 'abs_delta_sum': 9.364792975365125}, {'timestep': 14, 'abs_delta_sum': 8.24086600381173}]","[[ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]]",109.80794754043464,16.593480356109243,,,,,,,,,,,,,,,,,,50.0,"[1.4609987342684294, 275.34359032858333, 1.0, 2.1812536369278224]","['validity', 'proximity', 'sparsity', 'plausibility']","[{'score_cf': 1.4609987342684294, 'proximity': 275.34359032858333, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.3940001391637182, 'proximity': 291.5573079210134, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.3297065795904721, 'proximity': 310.8911388119478, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.0426416611957399, 'proximity': 331.65926024510156, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.3568242055528918, 'proximity': 365.5021538417306, 'sparsity': 1.0, 'violation': 0.0}]",20.0,50.0,None,2.240555763244629,True,0.05,0.35,True,"[0.3349644599454146, 0.3349644599454146, 0.21130600139761346, 0.20120320005773298, 0.20120320005773298, 0.20120320005773298, 0.20120320005773298, 0.20120320005773298, 0.20120320005773298, 0.20120320005773298, 0.20120320005773298, 0.20120320005773298, 0.20120320005773298, 0.1735329136631556, 0.17099790506872914, 0.1650734177124554, 0.1650734177124554, 0.1650734177124554, 0.1650734177124554, 0.1650734177124554]","[987.2899143598535, 987.2899143598535, 923.8457186461821, 925.9849345709231, 925.9849345709231, 925.9849345709231, 925.9849345709231, 925.9849345709231, 925.9849345709231, 925.9849345709231, 925.9849345709231, 925.9849345709231, 925.9849345709231, 891.895028698507, 891.6536024951477, 878.9027189632931, 878.9027189632931, 878.9027189632931, 878.9027189632931, 878.9027189632931]",42.0
nearest,33818,6.302765846252441,2.240555763244629,success,0.895763664188908,N/A,N/A,cf_nearest_window_33818.npy,77.0,1.0,1.8246689650980674,6.302765168887114,0.895763664188908,2.240555763244629,10.0,50.0,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",223.1261283159256,"[2, 4, 3, 1, 5, 0]","[15, 12, 14, 13, 16, 17, 6, 0, 19, 11, 1, 7, 21, 10, 5, 18, 8, 9, 3, 2, 4, 20, 22, 23]","[{'feature': 2, 'abs_delta_sum': 70.87869784388798}, {'feature': 4, 'abs_delta_sum': 35.64937142218608}, {'feature': 3, 'abs_delta_sum': 33.43445631833093}]","[{'timestep': 15, 'abs_delta_sum': 25.285513302109734}, {'timestep': 12, 'abs_delta_sum': 25.04203144649383}, {'timestep': 14, 'abs_delta_sum': 17.135302336419056}]","[[ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]]",205.0722868151423,36.582005097348265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
segment,33818,6.302765846252441,2.240555763244629,success,1.1350979548238873,N/A,N/A,cf_segment_window_33818.npy,40.0,,,6.302765168887114,1.1350979548238873,,,,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",37.07708790898323,"[2, 5, 1, 0, 3, 4]","[12, 14, 13, 15, 11, 10, 0, 1, 7, 6, 5, 4, 3, 2, 8, 9, 16, 17, 18, 19, 20, 21, 22, 23]","[{'feature': 2, 'abs_delta_sum': 61.42820479803625}, {'feature': 5, 'abs_delta_sum': 8.474071376959754}, {'feature': 1, 'abs_delta_sum': 5.388150180150236}]","[{'timestep': 12, 'abs_delta_sum': 22.308137523658083}, {'timestep': 14, 'abs_delta_sum': 19.46278781951828}, {'timestep': 13, 'abs_delta_sum': 18.345836823890412}]","[[False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [ True  True False False  True  True]
 [ True  True False  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]]",81.3391100706324,31.868610032207055,10.0,15.0,8.0,17.0,18.27788207291514,True,2.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,
motif,33818,6.302765846252441,2.240555763244629,failed,,no_valid_cf,Motif search did not produce a valid counterfactual.,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,6.302765168887114,2.924061783829383,2.240555763244629,"[4, 5, 6, 8]",4.0,20.0,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",455.45998588204384,,,,,,,,,,,,,,,
